County/State Name,Population,Median_Household_Income,People_Below_Poverty,Employed_Population,Unemployed_Population,Bachelors_Degree,Median_Home_Value,state,county,Poverty_Rate,Employment_Rate,Unemployment_Rate,Education_Rate
"Chariton County, Missouri",7406,63307,850,3322,106,643,118900,29,041,11.477180664326223,96.90781796966161,3.09218203033839,8.6821496084256
"Christian County, Missouri",91229,81245,7831,45887,1639,12400,249700,29,043,8.583893279549267,96.55136136009763,3.448638639902369,13.592169156737441
"Clark County, Missouri",6680,51458,613,2880,166,411,117600,29,045,9.176646706586826,94.55022980958634,5.449770190413657,6.152694610778443
"Clay County, Missouri",255566,86150,21452,140051,5464,41232,256400,29,047,8.393917813793697,96.24506064666872,3.754939353331271,16.133601496286673
"Clinton County, Missouri",21259,70625,2650,10279,451,2204,204300,29,049,12.46530881038619,95.79683131407269,4.203168685927307,10.367373818147609
"Cole County, Missouri",76924,73273,6769,38549,1155,12605,214400,29,051,8.799594404867142,97.09097320169252,2.909026798307475,16.386303364359627
"Cooper County, Missouri",16835,67548,1676,7703,350,1818,197100,29,053,9.955449955449955,95.65379361728549,4.346206382714516,10.7989307989308
"Crawford County, Missouri",22890,56345,3053,10099,545,1443,166000,29,055,13.337702053298383,94.87974445697105,5.120255543028937,6.304062909567497
"Dade County, Missouri",7627,49899,1052,3375,144,634,157200,29,057,13.793103448275861,95.9079283887468,4.092071611253197,8.312573751147239
"Dallas County, Missouri",17344,53177,3649,6842,273,901,151200,29,059,21.038976014760145,96.16303583977512,3.836964160224877,5.194880073800738
"Daviess County, Missouri",8449,60665,1095,3804,70,621,149200,29,061,12.960113622913955,98.19308208569953,1.8069179143004648,7.349982246419695
"DeKalb County, Missouri",11176,69093,775,4290,99,844,167500,29,063,6.9345025053686475,97.74436090225564,2.2556390977443606,7.551896921975662
"Dent County, Missouri",14506,54306,2046,6422,270,1154,149700,29,065,14.104508479249967,95.96533173939031,4.034668260609683,7.955328829449883
"Douglas County, Missouri",11850,49828,1977,4820,254,915,164400,29,067,16.68354430379747,94.99408750492708,5.005912495072921,7.721518987341772
"Dunklin County, Missouri",27795,47368,5788,11483,536,1140,93800,29,069,20.823889188703003,95.540394375572,4.459605624427989,4.101457096600107
"Franklin County, Missouri",105316,71973,8534,52503,2295,11088,214900,29,071,8.103232177446921,95.811890944925,4.188109055075002,10.52831478597744
"Gasconade County, Missouri",14774,65096,1626,7391,216,1361,168900,29,073,11.005821036956815,97.16051005652689,2.839489943473117,9.212129416542576
"Gentry County, Missouri",6224,57458,948,2884,78,565,123000,29,075,15.231362467866324,97.3666441593518,2.633355840648211,9.077763496143959
"Greene County, Missouri",301121,57488,41698,154312,5396,40646,203500,29,077,13.847589507208067,96.62133393443033,3.3786660655696648,13.498228286967699
"Grundy County, Missouri",9822,53839,1600,4105,114,703,107000,29,079,16.289961311341887,97.29793789997629,2.7020621000237024,7.157401751170841
"Harrison County, Missouri",8198,53364,1278,3470,116,602,107400,29,081,15.589168089777994,96.76519799219186,3.2348020078081428,7.343254452305441
"Henry County, Missouri",22194,56621,3548,9730,533,1615,153500,29,083,15.98630260430747,94.80658676800155,5.1934132319984405,7.276741461656304
"Hickory County, Missouri",8501,35084,1627,2862,347,571,123200,29,085,19.138924832372663,89.18666251168588,10.813337488314117,6.716856840371721
"Holt County, Missouri",4254,58516,405,1983,42,417,122300,29,087,9.520451339915374,97.92592592592592,2.074074074074074,9.802538787023977
"Howard County, Missouri",10141,62628,1203,4699,191,1078,145300,29,089,11.862735430430924,96.09406952965234,3.905930470347648,10.630115373237354
"Howell County, Missouri",40168,49814,8427,17163,866,2990,161000,29,091,20.97938657637921,95.196627655444,4.803372344555993,7.443736307508464
"Iron County, Missouri",9482,51161,1884,3832,126,788,113000,29,093,19.8692259017085,96.8165740272865,3.1834259727134917,8.310483020459818
"Jackson County, Missouri",717021,67178,97685,379924,18135,102813,213300,29,095,13.623729291052841,95.44414270246371,4.555857297536295,14.338910575840874
"Jasper County, Missouri",123532,57525,22229,61189,2482,14034,158500,29,097,17.994527733704626,96.10183600069105,3.898163999308948,11.360619110837678
"Jefferson County, Missouri",228227,80522,19263,120779,4324,25515,218800,29,099,8.44028094835405,96.54364803401997,3.4563519659800326,11.179658848427223
"Johnson County, Missouri",54331,67123,5955,25229,1240,5572,221400,29,101,10.960593399716553,95.31527447202389,4.6847255279761235,10.255655150834698
"Knox County, Missouri",3760,53333,537,1629,66,244,97200,29,103,14.28191489361702,96.10619469026548,3.893805309734513,6.489361702127659
"Laclede County, Missouri",36245,50825,6632,17030,934,2523,158000,29,105,18.297696233963308,94.80071253618347,5.199287463816522,6.960960132432059
"Lafayette County, Missouri",32974,79091,3161,16346,360,3783,200300,29,107,9.586340753320798,97.84508559798874,2.1549144020112534,11.472675441256747
"Lawrence County, Missouri",38392,55849,6202,17687,889,2732,159800,29,109,16.154407168160034,95.21425495262704,4.785745047372955,7.116065847051469
"Lewis County, Missouri",9945,52340,1400,4591,274,723,118900,29,111,14.077425842131724,94.36793422404934,5.632065775950668,7.269984917043741
"Lincoln County, Missouri",61636,85276,6454,30660,972,5586,224800,29,113,10.471153222142904,96.92716236722306,3.0728376327769347,9.06288532675709
"Linn County, Missouri",11850,61975,1895,5759,152,1031,117300,29,115,15.9915611814346,97.42852309253934,2.5714769074606667,8.700421940928269
"Livingston County, Missouri",14330,60148,1596,6321,174,1189,138300,29,117,11.137473831123518,97.32101616628177,2.678983833718245,8.29727843684578
"McDonald County, Missouri",23492,48145,3998,10296,744,1423,134100,29,119,17.018559509620296,93.26086956521739,6.739130434782608,6.057381236165503
"Macon County, Missouri",15163,58318,1497,6818,240,1347,127000,29,121,9.87271648090747,96.59960328705014,3.4003967129498442,8.88346633251995
"Madison County, Missouri",12665,58435,1736,5804,400,922,155900,29,123,13.707066719305171,93.5525467440361,6.447453255963895,7.279905250690881
"Maries County, Missouri",8435,61359,1246,3795,171,544,193100,29,125,14.771784232365146,95.68835098335855,4.311649016641452,6.449318316538235
"Marion County, Missouri",28493,63908,3735,13405,472,3049,158100,29,127,13.108482785245497,96.59868847733661,3.4013115226634,10.700873898852349
"Mercer County, Missouri",3501,60357,506,1492,35,317,95300,29,129,14.453013424735788,97.70792403405369,2.2920759659463,9.054555841188233
"Miller County, Missouri",25081,55172,3598,11758,606,2409,169800,29,131,14.345520513536142,95.09867356842446,4.901326431575542,9.604880188190263
"Mississippi County, Missouri",12079,46258,2454,4676,178,823,100300,29,133,20.316251345310043,96.33292130201896,3.6670786979810464,6.813477936915308
"Moniteau County, Missouri",15303,65161,1464,7000,174,1207,168300,29,135,9.566751617329935,97.57457485363814,2.4254251463618623,7.887342351172973
"Monroe County, Missouri",8672,48299,1360,3601,56,816,147400,29,137,15.682656826568268,98.46869018321028,1.5313098167897183,9.40959409594096
"Montgomery County, Missouri",11422,61042,1612,5249,145,934,171300,29,139,14.11311504114866,97.31182795698925,2.6881720430107525,8.177201891087375
"Morgan County, Missouri",21430,49663,3566,8216,284,1495,180400,29,141,16.640223985067664,96.65882352941176,3.3411764705882354,6.9762015865608955
"New Madrid County, Missouri",16041,49237,2894,6807,230,770,105500,29,143,18.041269247553146,96.73156174506181,3.2684382549381836,4.800199488809924
"Newton County, Missouri",59490,64583,7810,27755,1346,6004,175300,29,145,13.128256849890738,95.37472939074259,4.625270609257414,10.0924525130274
"Nodaway County, Missouri",20959,55970,3408,10345,301,1896,165100,29,147,16.260317763252065,97.17264700356941,2.827352996430584,9.046233121809246
"Oregon County, Missouri",8704,44259,1858,3450,143,456,117700,29,149,21.346507352941178,96.0200389646535,3.979961035346507,5.238970588235294
"Osage County, Missouri",13379,75355,1318,6789,120,1610,205700,29,151,9.851259436430226,98.26313504125054,1.7368649587494573,12.033784288810823
"Ozark County, Missouri",8773,42329,1886,3145,180,480,156400,29,153,21.497777271172914,94.58646616541353,5.413533834586466,5.471332497435313
"Pemiscot County, Missouri",15232,40748,4109,6121,595,842,95900,29,155,26.97610294117647,91.14055985705777,8.859440142942228,5.527836134453781
"Perry County, Missouri",18947,63356,2037,9532,456,2068,189400,29,157,10.751042381379639,95.43452142571086,4.565478574289147,10.91465667387977
"Pettis County, Missouri",43205,60232,5714,21089,850,3154,161500,29,159,13.225321143386182,96.1256210401568,3.8743789598432015,7.300081009142461
"Phelps County, Missouri",44948,55427,7216,19800,868,4652,194900,29,161,16.054106968051972,95.80027095026126,4.1997290497387265,10.349737474414878
"Pike County, Missouri",17623,57572,2582,7079,342,1282,129400,29,163,14.65130794983828,95.3914566769977,4.608543323002291,7.274584349997163
"Platte County, Missouri",108751,95748,7370,59714,2116,21131,317600,29,165,6.776949177478827,96.57771308426331,3.4222869157366977,19.43062592527885
"Polk County, Missouri",32109,56686,5486,14222,494,2640,189600,29,167,17.085552337350897,96.64310954063605,3.356890459363958,8.221993833504625
"Pulaski County, Missouri",53850,66435,5608,20203,1008,5264,189700,29,169,10.414113277623027,95.24774880957993,4.752251190420065,9.775301764159702
"Putnam County, Missouri",4675,56875,744,2144,82,464,111600,29,171,15.914438502673796,96.31626235399821,3.6837376460017968,9.925133689839573
"Ralls County, Missouri",10394,62054,1302,4825,190,856,153400,29,173,12.526457571675968,96.21136590229312,3.788634097706879,8.23552049259188
"Randolph County, Missouri",24524,55310,3573,11255,493,2204,141900,29,175,14.569401402707552,95.80354102826013,4.196458971739871,8.987114663187082
"Ray County, Missouri",23149,72152,2751,11203,237,1816,187400,29,177,11.883882673117629,97.92832167832168,2.0716783216783217,7.844831310207784
"Reynolds County, Missouri",6058,44357,1048,2709,286,535,119900,29,179,17.299438758666227,90.45075125208682,9.54924874791319,8.831297457906901
"Ripley County, Missouri",10755,43898,2097,4410,204,674,110800,29,181,19.497907949790793,95.57867360208063,4.421326397919375,6.266852626685263
"St. Charles County, Missouri",409830,102912,18911,227050,6434,75830,296800,29,183,4.614352292413928,97.24435079063234,2.7556492093676654,18.502793841348854
"St. Clair County, Missouri",9451,46731,1489,3924,97,662,142500,29,185,15.7549465665009,97.58766476000996,2.4123352399900524,7.004549783091736
"Ste. Genevieve County, Missouri",18551,61310,1431,8866,412,1481,215600,29,186,7.713869872244084,95.55938779909464,4.440612200905368,7.983397121448979
"St. Francois County, Missouri",66864,54813,10427,28446,1407,4620,155100,29,187,15.594340751375926,95.28690583860919,4.713094161390815,6.909547738693467
"St. Louis County, Missouri",996618,81340,93427,522620,21964,184024,260700,29,189,9.374404235123187,95.96682972691082,4.033170273089183,18.464848116329428
"Saline County, Missouri",23177,56566,3169,11218,284,2482,139600,29,195,13.673037925529618,97.53086419753086,2.4691358024691357,10.708892436467188
"Schuyler County, Missouri",4044,56023,390,1649,77,191,118200,29,197,9.643916913946587,95.53881807647741,4.461181923522595,4.7230464886251236
"Scotland County, Missouri",4698,67568,329,2120,17,273,141100,29,199,7.002979991485739,99.20449227889566,0.7955077211043519,5.810983397190294
"Scott County, Missouri",37967,58847,5378,18009,571,3719,143700,29,201,14.164932704717254,96.92680301399355,3.0731969860064585,9.795348592198488
"Shannon County, Missouri",7137,59000,1155,2704,82,469,151000,29,203,16.18327028163094,97.05671213208902,2.9432878679109833,6.571388538601654
"Shelby County, Missouri",6011,52127,902,2701,28,527,86200,29,205,15.005822658459492,98.9739831440088,1.0260168559912055,8.767260023290634
"Stoddard County, Missouri",28547,54067,4768,12610,469,2198,135400,29,207,16.702280449784563,96.41409893722762,3.5859010627723835,7.699583143587768
"Stone County, Missouri",31697,61323,4363,13445,970,3861,236500,29,209,13.764709593967883,93.27089836975372,6.729101630246272,12.18096349812285
"Sullivan County, Missouri",5903,55500,849,2671,64,376,103300,29,211,14.382517364052177,97.65996343692869,2.340036563071298,6.369642554633237
"Taney County, Missouri",56382,58258,7870,27166,1228,6579,203800,29,213,13.958355503529496,95.67514263576811,4.32485736423188,11.668617643928913
"Texas County, Missouri",24956,48055,4548,9924,455,1580,123300,29,215,18.22407437089277,95.61614799113595,4.383852008864053,6.331142811347973
"Vernon County, Missouri",19713,54519,3609,8845,342,1485,136700,29,217,18.307715720590473,96.27734842712529,3.7226515728747143,7.533099984781616
"Warren County, Missouri",36467,77989,3351,18475,701,3546,241200,29,219,9.189129898264184,96.34438881935753,3.65561118064247,9.723859928154221
"Washington County, Missouri",23483,51886,4095,9491,356,1362,118400,29,221,17.438146744453434,96.38468569107343,3.615314308926577,5.7999403824042925
"Wayne County, Missouri",10942,43393,2697,4123,318,607,113100,29,223,24.648144763297385,92.839450574195,7.160549425804999,5.547431913726924
"Webster County, Missouri",39868,69731,6237,17389,734,3253,219100,29,225,15.644125614527942,95.94989791977045,4.050102080229542,8.159426106150296
"Worth County, Missouri",1956,46167,338,892,11,176,94600,29,227,17.280163599182004,98.78183831672203,1.2181616832779625,8.997955010224949
"Wright County, Missouri",18722,47304,3221,7399,306,1075,152300,29,229,17.204358508706335,96.02855288773524,3.9714471122647628,5.74190791582096
"St. Louis city, Missouri",293109,55279,56166,162066,8179,46762,185100,29,510,19.162154693305222,95.19574730535405,4.804252694645951,15.953791934058662
"Beaverhead County, Montana",9590,58072,1347,4685,128,1645,282000,30,001,14.045881126173096,97.34053604820278,2.659463951797216,17.153284671532848
"Big Horn County, Montana",12963,56680,2984,5507,755,957,148200,30,003,23.019362801820566,87.94314915362504,12.05685084637496,7.38255033557047
"Blaine County, Montana",6997,65050,1393,3173,452,754,124900,30,005,19.908532228097755,87.53103448275861,12.46896551724138,10.7760468772331
"Broadwater County, Montana",7310,63636,778,3722,161,1173,364800,30,007,10.642954856361149,95.85372134947205,4.146278650527942,16.046511627906977
"Carbon County, Montana",10877,71017,909,5610,281,1514,379300,30,009,8.357083754711777,95.23001188253268,4.7699881174673235,13.919279213018296
"Carter County, Montana",1361,52171,184,660,24,167,176600,30,011,13.51947097722263,96.49122807017544,3.508771929824561,12.270389419544452
"Cascade County, Montana",84601,66203,10839,39865,1195,10618,243300,30,013,12.811905296627698,97.08962493911349,2.9103750608865075,12.550679069987353
"Chouteau County, Montana",5888,56927,724,2594,83,673,185100,30,015,12.296195652173914,96.89951438177063,3.100485618229361,11.430027173913043
"Custer County, Montana",11938,63585,1344,6432,174,1900,204200,30,017,11.258167197185458,97.36603088101727,2.633969118982743,15.915563746021109
"Daniels County, Montana",1524,58000,177,838,12,239,177800,30,019,11.614173228346457,98.58823529411764,1.411764705882353,15.68241469816273
"Dawson County, Montana",8874,70953,746,4480,155,994,187400,30,021,8.406581023213883,96.65587918015103,3.344120819848975,11.201262114041018
"Deer Lodge County, Montana",9512,49533,1649,4682,230,1177,209700,30,023,17.335996635828426,95.31758957654723,4.682410423452769,12.373843566021867
"Fallon County, Montana",2817,72284,332,1315,0,265,237000,30,025,11.785587504437345,100.0,0.0,9.407170749023784
